datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,windgust,windspeed,sealevelpressure,visibility,severerisk,conditionClear,conditionPartiallyCloudy,conditionOvercast,conditionRain,windirCat,fecha,severeriskCat
2024-01-31,32.6,20.8,25.6,32.3,20.8,25.7,61.3,4.731,,19.4,1012.8,13.6,0.0,0,1,0,1,Norte,2024-01-31,Bajo
2024-02-01,35.1,20.7,28.2,36.0,20.7,28.7,55.5,0.0,,16.4,1016.0,14.0,0.0,0,1,0,0,Este,2024-02-01,Bajo
2024-02-02,34.5,20.0,27.7,34.1,20.0,28.2,55.2,0.0,,20.2,1016.3,14.2,0.0,0,1,0,0,Este,2024-02-02,Bajo
2024-02-03,34.7,20.3,27.0,36.4,20.3,27.9,64.5,0.0,48.2,19.5,1012.1,14.2,0.0,0,1,0,0,Norte,2024-02-03,Bajo
2024-02-04,23.6,19.0,21.4,23.6,19.0,21.4,64.6,0.0,46.4,28.9,1017.0,11.6,0.0,0,1,0,0,Sur,2024-02-04,Bajo
2024-02-05,29.6,17.5,23.3,30.6,17.5,23.6,64.9,0.0,,25.0,1016.3,14.4,0.0,0,1,0,0,Este,2024-02-05,Bajo
2024-02-06,32.7,20.2,25.4,35.5,20.2,26.2,68.7,0.379,53.6,22.1,1015.7,12.7,0.0,0,1,0,1,Este,2024-02-06,Bajo
2024-02-07,35.0,21.8,27.2,37.5,21.8,28.0,61.3,0.099,,21.8,1011.9,13.0,0.0,0,1,0,1,Norte,2024-02-07,Bajo
2024-02-08,27.9,22.6,25.5,30.0,22.6,25.7,75.9,0.412,,25.0,1011.2,12.1,0.0,0,1,0,1,Este,2024-02-08,Bajo
2024-02-09,34.4,21.6,26.7,36.5,21.6,28.2,73.8,0.0,,31.7,1012.1,11.4,0.0,0,1,0,0,Este,2024-02-09,Bajo
2024-02-10,29.1,23.4,25.8,33.0,23.4,26.6,83.2,2.172,50.0,26.4,1010.9,9.8,0.0,0,0,1,1,Norte,2024-02-10,Bajo
2024-02-11,32.0,22.9,27.0,35.2,22.9,28.6,79.1,0.146,,18.4,1011.0,9.9,0.0,0,1,0,1,Sur,2024-02-11,Bajo
2024-02-12,30.6,19.0,23.7,35.8,19.0,24.2,84.9,5.568,66.6,42.5,1009.3,9.4,0.0,0,1,0,1,Sur,2024-02-12,Bajo
2024-02-13,21.1,16.6,18.8,21.1,16.6,18.8,58.5,29.223,44.6,31.7,1020.8,11.9,0.0,0,1,0,1,Sur,2024-02-13,Bajo
2024-02-14,22.5,11.5,18.2,22.5,11.5,18.2,68.0,0.0,,25.8,1022.3,11.6,0.0,0,1,0,0,Este,2024-02-14,Bajo
2024-02-15,26.5,16.0,21.6,26.5,16.0,21.6,64.3,0.191,37.1,25.7,1019.7,11.3,0.0,0,1,0,1,Este,2024-02-15,Bajo
2024-02-16,26.1,18.8,22.8,26.1,18.8,22.8,69.7,0.0,,29.4,1017.6,12.0,0.0,0,1,0,0,Este,2024-02-16,Bajo
2024-02-17,26.1,18.5,23.1,26.1,18.5,23.1,76.2,0.0,,27.6,1015.6,11.9,0.0,0,1,0,0,Este,2024-02-17,Bajo
2024-02-18,25.9,21.0,22.6,25.9,21.0,22.6,88.8,0.206,,25.2,1014.2,10.6,0.0,0,1,0,1,Sur,2024-02-18,Bajo
2024-02-19,27.4,21.0,23.1,29.3,21.0,23.2,87.3,0.0,,27.7,1012.1,9.9,0.0,0,1,0,0,Sur,2024-02-19,Bajo
2024-02-20,28.2,20.0,23.7,29.0,20.0,24.0,79.8,0.0,,29.5,1011.8,10.9,0.0,0,1,0,0,Este,2024-02-20,Bajo
2024-02-21,28.1,19.6,23.8,29.8,19.6,24.2,74.2,0.0,,23.1,1011.2,11.5,0.0,0,1,0,0,Este,2024-02-21,Bajo
2024-02-22,29.1,18.9,23.8,30.6,18.9,24.2,73.8,0.0,,25.4,1008.4,12.4,0.0,0,1,0,0,Este,2024-02-22,Bajo
2024-02-23,27.6,21.0,24.1,30.1,21.0,24.6,79.1,0.0,,26.8,1011.9,12.1,0.0,0,1,0,0,Sur,2024-02-23,Bajo
2024-02-24,24.1,21.4,22.5,24.1,21.4,22.5,70.8,0.0,,26.6,1021.7,14.1,0.0,0,1,0,0,Sur,2024-02-24,Bajo
2024-02-25,24.6,19.6,21.7,24.6,19.6,21.7,68.8,0.0,,25.9,1024.1,13.9,0.0,0,1,0,0,Este,2024-02-25,Bajo
2024-02-26,22.0,20.6,21.2,22.0,20.6,21.2,85.1,7.423,,22.3,1017.4,10.6,0.0,0,1,0,1,Este,2024-02-26,Bajo
2024-02-27,26.1,18.7,22.5,26.1,18.7,22.5,85.0,0.577,,15.7,1011.9,13.7,0.0,0,1,0,1,Sur,2024-02-27,Bajo
2024-02-28,27.9,19.9,23.6,30.1,19.9,24.2,84.0,0.0,,20.0,1012.4,11.3,0.0,0,1,0,0,Este,2024-02-28,Bajo
2024-02-29,27.0,21.6,23.8,29.2,21.6,23.9,80.2,0.0,,18.8,1015.1,12.7,0.0,0,1,0,0,Este,2024-02-29,Bajo
2024-03-01,27.2,19.9,23.5,28.5,19.9,23.7,71.8,0.0,,22.8,1015.8,13.8,0.0,0,1,0,0,Este,2024-03-01,Bajo
2024-03-02,26.0,19.1,22.7,26.0,19.1,22.7,82.8,31.417,,20.5,1009.8,13.6,0.0,0,1,0,1,Norte,2024-03-02,Bajo
2024-03-03,22.3,15.9,20.4,22.3,15.9,20.4,56.1,1.358,55.4,40.7,1016.8,13.0,0.0,0,1,0,1,Sur,2024-03-03,Bajo
2024-03-04,22.9,12.9,18.3,22.9,12.9,18.3,63.0,0.0,,18.5,1018.6,13.8,0.0,1,0,0,0,Oeste,2024-03-04,Bajo
2024-03-05,20.3,15.8,18.5,20.3,15.8,18.5,63.8,0.355,25.9,23.1,1018.5,13.5,0.0,0,1,0,1,Sur,2024-03-05,Bajo
2024-03-06,25.0,11.3,18.4,25.0,11.3,18.4,64.9,0.035,,17.4,1017.1,13.9,0.0,0,0,0,1,Este,2024-03-06,Bajo
2024-03-07,29.6,13.0,21.3,28.9,13.0,21.3,62.9,0.0,,20.0,1015.9,14.7,0.0,1,0,0,0,Este,2024-03-07,Bajo
2024-03-08,31.4,19.3,24.3,32.5,19.3,24.9,74.9,0.0,,19.5,1011.3,13.8,0.0,0,1,0,0,Este,2024-03-08,Bajo
2024-03-09,28.1,20.4,23.6,30.1,20.4,23.9,80.6,14.59,,20.4,1008.9,14.1,0.0,0,1,0,1,Oeste,2024-03-09,Bajo
2024-03-10,27.9,18.2,23.3,27.2,18.2,23.2,56.8,0.507,,14.8,1015.6,14.6,0.0,0,1,0,1,Este,2024-03-10,Bajo
2024-03-11,23.9,18.1,20.0,23.9,18.1,20.0,77.8,18.714,,19.6,1015.7,11.3,0.0,0,1,0,1,Este,2024-03-11,Bajo
2024-03-12,20.8,17.7,19.0,20.8,17.7,19.0,89.3,66.244,51.8,26.6,1012.4,10.5,0.0,0,1,0,1,Este,2024-03-12,Bajo
2024-03-13,24.2,20.1,21.8,24.2,20.1,21.8,90.4,5.873,,27.7,1010.8,10.3,0.0,0,1,0,1,Norte,2024-03-13,Bajo
2024-03-14,23.4,21.0,21.9,23.4,21.0,21.9,92.8,14.26,61.3,29.5,1009.5,9.9,0.0,0,1,0,1,Norte,2024-03-14,Bajo
2024-03-15,25.5,20.8,22.8,25.5,20.8,22.8,89.1,0.379,,15.6,1010.2,9.5,0.0,0,1,0,1,Este,2024-03-15,Bajo
2024-03-16,24.6,21.3,22.8,24.6,21.3,22.8,92.5,0.315,,13.1,1007.2,9.9,0.0,0,1,0,1,Oeste,2024-03-16,Bajo
2024-03-17,25.5,18.9,22.0,25.5,18.9,22.0,60.6,0.0,,24.1,1012.6,13.0,0.0,0,1,0,0,Este,2024-03-17,Bajo
2024-03-18,27.4,17.8,21.7,29.5,17.8,21.8,80.6,5.65,,16.5,1009.9,13.1,0.0,0,1,0,1,Norte,2024-03-18,Bajo
2024-03-19,26.8,20.3,23.2,29.0,20.3,23.3,89.8,10.556,,22.2,1009.3,11.4,0.0,0,1,0,1,Este,2024-03-19,Bajo
2024-03-20,22.8,20.6,21.5,22.8,20.6,21.5,89.9,28.448,59.4,29.3,1002.1,9.3,0.0,0,1,0,1,Norte,2024-03-20,Bajo
2024-03-21,21.4,17.2,19.0,21.4,17.2,19.0,61.3,5.252,51.8,33.5,1014.3,12.9,0.0,0,1,0,1,Sur,2024-03-21,Bajo
2024-03-22,21.4,11.7,17.7,21.4,11.7,17.7,59.5,0.0,,14.9,1024.8,14.8,0.0,0,1,0,0,Este,2024-03-22,Bajo
2024-03-23,25.0,11.8,18.9,25.0,11.8,18.9,67.1,0.0,,27.6,1021.6,14.7,0.0,0,1,0,0,Norte,2024-03-23,Bajo
2024-03-24,25.4,17.9,21.2,25.4,17.9,21.2,76.4,0.0,,16.7,1015.9,13.9,0.0,0,1,0,0,Norte,2024-03-24,Bajo
2024-03-25,23.6,16.1,19.9,23.6,16.1,19.9,79.5,0.0,,16.4,1018.0,11.1,0.0,0,1,0,0,Sur,2024-03-25,Bajo
2024-03-26,23.6,13.8,18.9,23.6,13.8,18.9,74.7,0.0,,18.2,1019.1,12.4,0.0,0,1,0,0,Este,2024-03-26,Bajo
2024-03-27,25.1,14.8,19.9,25.1,14.8,19.9,74.3,0.0,,18.4,1018.0,12.6,0.0,0,1,0,0,Este,2024-03-27,Bajo
2024-03-28,25.5,16.0,20.3,25.5,16.0,20.3,76.3,,,18.4,1018.6,10.0,0.0,0,1,0,0,Este,2024-03-28,Bajo
2024-03-29,26.1,16.0,21.2,26.1,16.0,21.2,82.2,,,15.8,1015.7,9.4,0.0,0,1,0,0,Norte,2024-03-29,Bajo
2024-03-30,29.5,17.0,22.9,30.6,17.0,23.2,77.8,,,20.5,1011.3,9.7,0.0,0,1,0,0,Oeste,2024-03-30,Bajo
2024-03-31,22.0,18.4,19.7,22.0,18.4,19.7,63.8,,42.5,25.9,1015.3,10.0,0.0,0,1,0,0,Este,2024-03-31,Bajo
2024-04-01,19.0,14.0,16.1,19.0,14.0,16.1,75.0,4.541,,18.4,1018.1,11.0,0.0,0,1,0,1,Este,2024-04-01,Bajo
2024-04-02,20.5,13.4,17.8,20.5,13.4,17.8,65.5,0.0,,22.3,1015.6,11.1,0.0,0,1,0,0,Este,2024-04-02,Bajo
2024-04-03,16.6,13.1,15.0,16.6,13.1,15.0,92.0,29.414,,13.5,1013.0,10.0,0.0,0,1,0,1,Este,2024-04-03,Bajo
2024-04-04,24.2,12.6,17.3,24.2,12.6,17.3,75.9,1.821,,9.7,1016.1,11.6,0.0,0,1,0,1,Este,2024-04-04,Bajo
2024-04-05,24.0,11.4,17.9,24.0,11.4,17.9,75.9,0.0,,11.7,1019.7,12.8,0.0,1,0,0,0,Este,2024-04-05,Bajo
2024-04-06,25.1,14.9,19.8,25.1,14.9,19.8,70.6,0.0,,19.7,1018.7,12.5,0.0,0,1,0,0,Norte,2024-04-06,Bajo
2024-04-07,24.4,16.8,20.3,24.4,16.8,20.3,76.5,0.0,,17.3,1016.8,13.8,0.0,0,1,0,0,Este,2024-04-07,Bajo
2024-04-08,24.9,15.1,19.9,24.9,15.1,19.9,87.0,0.0,,12.8,1014.6,10.8,0.0,0,1,0,0,Este,2024-04-08,Bajo
2024-04-09,24.9,18.4,21.1,24.9,18.4,21.1,84.0,0.0,,15.8,1014.5,12.7,0.0,0,1,0,0,Sur,2024-04-09,Bajo
2024-04-10,18.0,15.1,16.6,18.0,15.1,16.6,65.2,0.0,,30.7,1020.4,13.0,0.0,0,0,1,0,Sur,2024-04-10,Bajo
2024-04-11,17.9,15.0,16.1,17.9,15.0,16.1,59.9,0.0,,21.0,1025.2,13.9,0.0,0,1,0,0,Este,2024-04-11,Bajo
2024-04-12,20.7,12.1,17.4,20.7,12.1,17.4,71.2,1.051,,17.3,1024.1,12.6,0.0,0,1,0,1,Este,2024-04-12,Bajo
2024-04-13,20.4,16.6,18.6,20.4,16.6,18.6,86.8,3.084,53.6,26.8,1019.3,9.1,0.0,0,0,1,1,Este,2024-04-13,Bajo
2024-04-14,24.0,18.7,20.8,24.0,18.7,20.8,90.2,5.73,,22.3,1013.9,9.5,0.0,0,0,1,1,Este,2024-04-14,Bajo
2024-04-15,23.4,20.8,21.9,23.4,20.8,21.9,94.9,47.433,53.6,27.8,1007.8,9.2,0.0,0,0,1,1,Este,2024-04-15,Bajo
2024-04-16,22.0,16.5,19.1,22.0,16.5,19.1,93.2,10.867,48.2,21.1,1005.6,9.0,0.0,0,0,1,1,Oeste,2024-04-16,Bajo
2024-04-17,21.0,13.9,17.4,21.0,13.9,17.4,74.7,0.002,61.2,32.2,1012.3,11.5,0.0,0,1,0,1,Oeste,2024-04-17,Bajo
2024-04-18,20.1,12.6,17.1,20.1,12.6,17.1,57.5,0.0,37.1,25.9,1015.7,14.2,0.0,1,0,0,0,Oeste,2024-04-18,Bajo
2024-04-19,27.4,12.1,19.3,26.9,12.1,19.2,65.2,0.0,48.2,18.8,1013.6,14.0,0.0,0,1,0,0,Norte,2024-04-19,Bajo
2024-04-20,27.5,14.6,20.9,27.6,14.6,20.9,66.4,0.0,,14.2,1014.3,13.6,0.0,0,1,0,0,Norte,2024-04-20,Bajo
2024-04-21,21.0,17.5,18.8,21.0,17.5,18.8,84.8,0.18,,25.9,1014.5,12.3,0.0,0,1,0,1,Este,2024-04-21,Bajo
2024-04-22,20.5,15.3,18.0,20.5,15.3,18.0,88.9,19.783,48.2,31.7,1013.4,9.0,0.0,0,0,1,1,Este,2024-04-22,Bajo
2024-04-23,19.6,14.7,17.7,19.6,14.7,17.7,86.6,5.701,,18.9,1012.1,11.0,0.0,0,1,0,1,Oeste,2024-04-23,Bajo
2024-04-24,17.4,11.8,15.2,17.4,11.8,15.2,66.2,0.198,31.7,24.6,1018.1,13.6,0.0,0,1,0,1,Sur,2024-04-24,Bajo
2024-04-25,14.3,11.1,12.8,14.3,11.1,12.8,92.6,14.942,,12.1,1016.7,10.0,0.0,0,1,0,1,Este,2024-04-25,Bajo
2024-04-26,18.2,14.8,17.2,18.2,14.8,17.2,95.8,55.855,,20.4,1007.9,7.6,0.0,0,0,1,1,Este,2024-04-26,Bajo
2024-04-27,18.0,10.3,15.7,18.0,10.3,15.7,69.7,6.282,46.4,26.4,1011.2,11.9,0.0,0,1,0,1,Sur,2024-04-27,Bajo
2024-04-28,18.7,6.1,13.0,18.7,5.2,12.9,59.5,0.0,,12.9,1014.0,13.5,0.0,1,0,0,0,Norte,2024-04-28,Bajo
2024-04-29,19.0,9.2,13.6,19.0,8.5,13.5,80.7,0.91,55.4,26.4,1010.1,12.9,0.0,0,1,0,1,Este,2024-04-29,Bajo
2024-04-30,22.2,16.4,18.8,22.2,16.4,18.8,94.4,0.543,,22.6,1006.1,7.6,0.0,0,0,1,1,Sur,2024-04-30,Bajo
2024-05-01,19.0,15.4,16.8,19.0,15.4,16.8,72.1,4.578,44.6,28.8,1011.0,10.5,0.0,0,1,0,1,Sur,2024-05-01,Bajo
2024-05-02,15.9,11.6,13.9,15.9,11.6,13.9,66.6,0.787,42.5,20.8,1013.7,13.0,0.0,0,1,0,1,Sur,2024-05-02,Bajo
2024-05-03,16.1,5.5,11.3,16.1,5.5,11.3,69.4,0.0,,14.8,1016.5,12.9,0.0,0,1,0,0,Este,2024-05-03,Bajo
2024-05-04,19.5,9.4,14.6,19.5,8.5,14.5,77.0,0.0,,13.9,1015.3,13.6,0.0,0,1,0,0,Este,2024-05-04,Bajo
2024-05-05,20.5,16.6,18.2,20.5,16.6,18.2,89.8,0.181,,10.3,1011.8,7.9,0.0,0,0,1,1,Este,2024-05-05,Bajo
2024-05-06,20.1,17.4,18.0,20.1,17.4,18.0,97.2,0.654,,10.4,1007.0,3.1,0.0,0,0,1,1,Este,2024-05-06,Bajo
2024-05-07,20.7,17.0,18.5,20.7,17.0,18.5,97.0,0.379,,17.3,1004.2,4.8,0.0,0,0,1,1,Este,2024-05-07,Bajo
2024-05-08,20.0,12.9,16.4,20.0,12.9,16.4,87.4,11.815,61.2,31.6,1006.3,9.0,0.0,0,0,1,1,Oeste,2024-05-08,Bajo
2024-05-09,14.3,7.3,11.5,14.3,7.3,11.4,59.8,0.629,40.7,23.6,1019.7,14.0,0.0,0,0,0,1,Oeste,2024-05-09,Bajo
2024-05-10,16.5,6.0,11.2,16.5,5.5,11.1,80.1,0.0,,18.4,1017.6,12.7,0.0,0,1,0,0,Este,2024-05-10,Bajo
2024-05-11,16.5,8.7,12.9,16.5,8.7,12.9,82.3,0.0,,22.4,1017.5,11.5,0.0,0,1,0,0,Sur,2024-05-11,Bajo
2024-05-12,15.4,11.1,13.4,15.4,11.1,13.4,79.4,3.612,,27.6,1016.3,10.6,0.0,0,1,0,1,Sur,2024-05-12,Bajo
2024-05-13,13.2,10.5,11.9,13.2,10.5,11.9,65.3,0.326,,25.9,1021.6,13.4,0.0,0,1,0,1,Sur,2024-05-13,Bajo
2024-05-14,11.8,9.3,10.5,11.8,7.1,10.0,65.4,0.0,38.9,26.7,1023.2,14.1,0.0,0,1,0,0,Oeste,2024-05-14,Bajo
2024-05-15,14.2,8.5,11.5,14.2,7.3,11.4,63.0,0.0,44.6,21.7,1018.8,14.2,0.0,0,1,0,0,Oeste,2024-05-15,Bajo
2024-05-16,15.2,6.1,10.2,15.2,6.1,10.0,74.0,0.326,,15.6,1013.6,12.8,0.0,0,1,0,1,Oeste,2024-05-16,Bajo
2024-05-17,13.0,7.8,10.6,13.0,7.0,10.3,79.4,0.0,,19.1,1016.9,13.3,0.0,0,1,0,0,Oeste,2024-05-17,Bajo
2024-05-18,12.8,8.7,10.8,12.8,7.1,10.8,69.2,0.0,,18.4,1025.0,13.2,0.0,0,1,0,0,Sur,2024-05-18,Bajo
2024-05-19,13.2,5.3,9.8,13.2,5.3,9.7,79.2,0.0,,15.3,1025.5,12.3,0.0,0,1,0,0,Sur,2024-05-19,Bajo
2024-05-20,15.0,2.1,8.6,15.0,2.1,8.5,74.4,0.0,,12.3,1020.7,10.1,0.0,0,1,0,0,Norte,2024-05-20,Bajo
2024-05-21,15.2,7.0,11.5,15.2,5.1,10.9,90.5,0.0,,17.4,1017.4,9.1,0.0,0,1,0,0,Norte,2024-05-21,Bajo
2024-05-22,14.4,10.3,12.7,14.4,10.3,12.7,92.6,0.0,,14.0,1015.1,7.1,0.0,0,1,0,0,Sur,2024-05-22,Bajo
2024-05-23,14.6,12.0,13.5,14.6,12.0,13.5,80.6,0.0,40.7,22.4,1017.2,13.8,0.0,0,0,1,0,Sur,2024-05-23,Bajo
2024-05-24,11.4,8.5,10.2,11.4,5.7,9.3,68.4,0.198,50.0,32.5,1022.1,12.9,0.0,0,1,0,1,Sur,2024-05-24,Bajo
2024-05-25,10.7,7.9,9.1,10.7,5.4,7.9,69.9,1.111,37.1,23.1,1028.3,12.8,0.0,0,1,0,1,Sur,2024-05-25,Bajo
2024-05-26,10.6,5.0,9.0,10.6,5.0,8.9,69.9,0.0,,10.2,1029.7,13.6,0.0,0,1,0,0,Sur,2024-05-26,Bajo
2024-05-27,12.1,7.5,10.6,12.1,7.5,10.6,96.9,32.606,,14.8,1025.8,7.0,0.0,0,0,1,1,Sur,2024-05-27,Bajo
2024-05-28,16.3,10.8,13.1,16.3,10.8,13.1,88.6,2.148,,15.7,1025.6,13.6,0.0,0,1,0,1,Sur,2024-05-28,Bajo
2024-05-29,17.5,6.6,12.1,17.5,6.0,11.9,86.9,0.18,,13.1,1025.1,8.9,0.0,0,1,0,1,Norte,2024-05-29,Bajo
2024-05-30,15.6,9.4,12.6,15.6,9.4,12.6,86.2,0.0,,10.5,1024.1,12.0,0.0,0,1,0,0,Norte,2024-05-30,Bajo
2024-05-31,16.5,6.9,11.6,16.5,6.9,11.4,86.1,0.181,,16.1,1022.3,8.5,0.0,0,1,0,1,Este,2024-05-31,Bajo
2024-06-01,19.0,10.9,14.4,19.0,10.9,14.4,86.8,0.0,,18.6,1014.4,13.0,0.0,0,1,0,0,Norte,2024-06-01,Bajo
2024-06-02,14.9,7.9,11.3,14.9,7.2,11.0,92.0,8.8,,18.0,1016.8,9.0,0.0,0,1,0,1,Sur,2024-06-02,Bajo
2024-06-03,11.0,8.3,9.9,11.0,6.6,8.9,71.6,0.163,40.7,19.9,1028.0,13.5,0.0,0,1,0,1,Sur,2024-06-03,Bajo
2024-06-04,13.6,4.8,8.8,13.6,4.4,8.6,81.3,0.0,,17.0,1026.7,12.8,0.0,0,1,0,0,Este,2024-06-04,Bajo
2024-06-05,15.1,10.4,12.7,15.1,10.4,12.7,92.1,0.95,,15.6,1019.5,10.3,0.0,0,1,0,1,Este,2024-06-05,Bajo
2024-06-06,18.0,11.7,14.6,18.0,11.7,14.6,88.3,1.142,,9.8,1016.7,11.2,0.0,0,1,0,1,Oeste,2024-06-06,Bajo
2024-06-07,18.3,10.7,14.5,18.3,10.7,14.5,85.4,0.0,,10.2,1019.0,5.9,0.0,0,1,0,0,Este,2024-06-07,Bajo
2024-06-08,24.3,15.1,19.2,24.3,15.1,19.2,88.2,0.0,,24.1,1014.9,8.0,0.0,0,0,1,0,Norte,2024-06-08,Bajo
2024-06-09,25.8,18.2,20.8,25.8,18.2,20.8,79.5,0.017,,29.5,1005.4,11.0,0.0,0,1,0,1,Norte,2024-06-09,Bajo
2024-06-10,17.1,11.5,14.2,17.1,11.5,14.2,86.3,0.0,,25.9,1015.3,13.3,0.0,0,1,0,0,Sur,2024-06-10,Bajo
2024-06-11,17.1,8.7,13.0,17.1,7.5,12.8,86.4,0.0,,17.2,1017.5,9.1,0.0,0,1,0,0,Este,2024-06-11,Bajo
2024-06-12,21.5,15.0,18.5,21.5,15.0,18.5,91.4,0.182,,19.5,1010.3,9.1,0.0,0,1,0,1,Norte,2024-06-12,Bajo
2024-06-13,25.4,21.8,23.1,25.4,21.8,23.1,66.2,0.0,55.4,29.0,1001.7,13.8,0.0,0,0,1,0,Norte,2024-06-13,Bajo
2024-06-14,22.6,11.8,17.0,22.6,11.8,17.0,84.9,5.379,,26.8,1005.5,11.1,0.0,0,0,1,1,Este,2024-06-14,Bajo
2024-06-15,17.2,9.2,12.8,17.2,9.2,12.8,89.3,0.179,,8.1,1017.9,7.9,0.0,0,1,0,1,Sur,2024-06-15,Bajo
2024-06-16,15.4,7.5,11.8,15.4,7.3,11.7,85.7,0.179,,11.4,1020.7,9.3,0.0,0,1,0,1,Este,2024-06-16,Bajo
2024-06-17,17.8,7.7,13.0,17.8,7.7,13.0,81.8,0.163,,19.6,1015.3,12.0,0.0,0,1,0,1,Este,2024-06-17,Bajo
2024-06-18,19.4,13.7,15.7,19.4,13.7,15.7,88.3,0.0,,14.9,1008.7,10.7,0.0,0,1,0,0,Norte,2024-06-18,Bajo
2024-06-19,19.6,11.0,14.6,19.6,11.0,14.6,88.7,0.0,,12.9,1012.4,8.7,0.0,0,1,0,0,Sur,2024-06-19,Bajo
2024-06-20,16.0,7.1,12.0,16.0,7.1,12.0,87.6,0.198,,15.9,1019.4,11.0,0.0,0,1,0,1,Este,2024-06-20,Bajo
2024-06-21,18.1,12.4,15.6,18.1,12.4,15.6,89.3,5.132,,21.0,1011.0,10.9,0.0,0,0,1,1,Este,2024-06-21,Bajo
2024-06-22,18.0,13.1,15.8,18.0,13.1,15.8,96.0,2.765,,15.7,1007.2,5.7,0.0,0,0,1,1,Sur,2024-06-22,Bajo
2024-06-23,14.0,11.1,12.6,14.0,11.1,12.6,75.8,0.18,42.5,22.3,1012.1,13.1,0.0,0,1,0,1,Sur,2024-06-23,Bajo
2024-06-24,11.1,9.5,10.3,11.1,6.6,9.6,66.1,0.163,44.6,23.8,1022.0,14.3,0.0,0,1,0,1,Sur,2024-06-24,Bajo
2024-06-25,10.1,7.9,9.0,10.1,6.5,8.5,67.7,0.0,,11.5,1026.9,14.5,0.0,0,1,0,0,Este,2024-06-25,Bajo
2024-06-26,11.5,4.6,8.1,11.5,3.6,7.1,78.7,0.232,,16.0,1018.1,13.8,0.0,0,1,0,1,Norte,2024-06-26,Bajo
2024-06-27,16.6,7.9,11.3,16.6,5.5,10.5,71.7,0.357,,16.1,1006.3,13.4,0.0,0,1,0,1,Oeste,2024-06-27,Bajo
2024-06-28,13.2,7.8,10.0,13.2,4.1,7.9,68.8,0.0,50.4,28.6,1011.8,14.0,0.0,0,1,0,0,Oeste,2024-06-28,Bajo
2024-06-29,8.1,5.5,7.0,5.4,1.0,3.3,61.7,0.0,55.4,30.3,1020.3,14.4,0.0,0,1,0,0,Oeste,2024-06-29,Bajo
2024-06-30,13.4,1.3,7.7,13.4,-0.2,6.5,60.7,0.0,37.1,16.2,1019.5,14.5,0.0,1,0,0,0,Oeste,2024-06-30,Bajo
2024-07-01,12.4,6.4,9.3,12.4,5.1,8.4,68.1,0.0,,15.9,1016.9,12.6,0.0,0,1,0,0,Oeste,2024-07-01,Bajo
2024-07-02,18.9,4.0,10.9,18.9,3.2,10.6,70.4,0.0,,17.5,1013.9,10.8,0.0,1,0,0,0,Norte,2024-07-02,Bajo
2024-07-03,11.9,5.0,8.8,11.9,5.0,7.8,76.8,0.0,,21.1,1015.6,13.1,0.0,0,1,0,0,Oeste,2024-07-03,Bajo
2024-07-04,11.1,3.0,6.8,11.1,2.8,6.4,79.8,0.0,,19.1,1018.7,10.6,0.0,0,1,0,0,Oeste,2024-07-04,Bajo
2024-07-05,10.6,-0.1,6.0,10.6,-0.1,5.0,59.0,0.017,50.0,23.2,1024.3,12.3,0.0,0,0,0,1,Oeste,2024-07-05,Bajo
2024-07-06,9.6,2.0,7.0,8.7,2.0,5.8,74.1,0.0,,17.4,1027.8,13.8,0.0,0,1,0,0,Oeste,2024-07-06,Bajo
2024-07-07,9.0,5.6,6.9,6.9,3.4,5.5,77.5,0.052,,16.8,1028.6,10.7,0.0,0,1,0,1,Sur,2024-07-07,Bajo
2024-07-08,7.3,5.0,6.0,5.4,2.2,3.7,64.0,0.659,,16.7,1029.5,14.3,0.0,0,1,0,1,Sur,2024-07-08,Bajo
2024-07-09,9.1,5.7,7.3,7.2,4.5,5.7,61.4,0.0,,16.7,1028.5,14.2,0.0,0,1,0,0,Sur,2024-07-09,Bajo
2024-07-10,8.8,1.3,5.7,7.0,1.3,4.9,76.3,0.0,,11.9,1023.1,12.6,0.0,0,1,0,0,Sur,2024-07-10,Bajo
2024-07-11,9.1,-1.2,3.6,7.4,-1.2,3.1,80.5,0.017,,16.9,1026.1,8.7,0.0,0,1,0,1,Sur,2024-07-11,Bajo
2024-07-12,12.0,-0.8,5.0,12.0,-0.8,4.9,79.9,0.163,,8.7,1033.8,9.1,0.0,0,0,0,1,Oeste,2024-07-12,Bajo
2024-07-13,11.9,-0.4,4.9,11.9,-0.4,4.9,84.5,0.017,,10.7,1033.7,5.5,0.0,0,1,0,1,Este,2024-07-13,Bajo
2024-07-14,10.3,-2.8,4.5,10.3,-2.8,4.1,87.8,0.18,,13.6,1031.8,5.7,0.0,0,1,0,1,Este,2024-07-14,Bajo
2024-07-15,14.3,0.9,7.2,14.3,0.9,6.8,82.3,0.18,,9.2,1032.5,7.5,0.0,0,0,0,1,Este,2024-07-15,Bajo
2024-07-16,17.8,3.6,9.9,17.8,2.5,9.7,84.5,0.163,,14.1,1028.5,13.0,0.0,0,1,0,1,Este,2024-07-16,Bajo
2024-07-17,15.4,9.3,12.3,15.4,8.4,12.3,83.6,0.0,,15.6,1023.7,11.0,0.0,0,1,0,0,Oeste,2024-07-17,Bajo
2024-07-18,18.4,6.5,11.9,18.4,4.6,11.4,82.5,0.0,,14.1,1020.5,11.0,0.0,1,0,0,0,Norte,2024-07-18,Bajo
