datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,windgust,windspeed,sealevelpressure,visibility,severerisk,conditionClear,conditionPartiallyCloudy,conditionOvercast,conditionRain,windirCat,fecha,severeriskCat
2015-03-31,23.0,16.7,19.3,23.0,16.7,19.3,80.1,0.0,42.5,24.1,1013.3,10.4,0.0,0,1,0,0,Sur,2015-03-31,Bajo
2015-04-01,25.5,11.2,18.6,25.5,11.2,18.6,69.6,0.0,24.8,15.8,1015.8,9.6,0.0,1,0,0,0,Norte,2015-04-01,Bajo
2015-04-02,30.5,12.1,20.7,28.7,12.1,20.4,54.3,0.0,35.3,21.5,1013.4,10.5,0.0,1,0,0,0,Norte,2015-04-02,Bajo
2015-04-03,30.2,14.0,22.0,29.5,14.0,21.8,54.2,0.0,39.2,24.2,1009.6,11.5,0.0,1,0,0,0,Norte,2015-04-03,Bajo
2015-04-04,23.8,19.0,21.3,23.8,19.0,21.3,82.9,0.3,34.9,20.7,1008.8,9.1,0.0,0,1,0,1,Sur,2015-04-04,Bajo
2015-04-05,22.5,16.0,19.9,22.5,16.0,19.9,76.1,0.0,58.3,35.4,1014.6,10.7,0.0,0,1,0,0,Sur,2015-04-05,Bajo
2015-04-06,20.5,15.9,17.5,20.5,15.9,17.5,62.7,0.0,40.3,22.3,1021.2,10.8,0.0,0,1,0,0,Sur,2015-04-06,Bajo
2015-04-07,21.5,10.2,17.2,21.5,10.2,17.2,69.6,0.0,31.7,24.9,1019.5,10.5,0.0,0,1,0,0,Este,2015-04-07,Bajo
2015-04-08,25.5,12.9,19.0,25.5,12.9,19.0,66.0,0.0,40.7,23.3,1017.1,11.0,0.0,0,1,0,0,Norte,2015-04-08,Bajo
2015-04-09,26.5,15.0,19.9,26.5,15.0,19.9,73.4,0.0,27.7,22.3,1017.1,10.7,0.0,1,0,0,0,Norte,2015-04-09,Bajo
2015-04-10,27.5,15.3,20.9,27.3,15.3,21.0,68.7,0.0,27.7,20.5,1017.4,10.2,0.0,0,1,0,0,Este,2015-04-10,Bajo
2015-04-11,22.0,17.0,19.4,22.0,17.0,19.4,67.7,0.174,37.4,24.3,1018.8,10.1,0.0,0,1,0,1,Este,2015-04-11,Bajo
2015-04-12,22.6,12.0,18.5,22.6,12.0,18.5,63.3,0.0,24.8,17.5,1018.7,10.4,0.0,1,0,0,0,Este,2015-04-12,Bajo
2015-04-13,30.0,15.0,21.0,29.2,15.0,21.0,62.5,0.0,37.1,25.5,1015.6,10.8,0.0,0,1,0,0,Norte,2015-04-13,Bajo
2015-04-14,27.1,16.0,20.7,27.3,16.0,20.7,71.2,0.0,28.1,22.3,1014.1,10.0,0.0,0,1,0,0,Norte,2015-04-14,Bajo
2015-04-15,23.5,19.0,21.1,23.5,19.0,21.1,79.5,3.025,49.0,37.1,1016.8,10.4,0.0,0,1,0,1,Este,2015-04-15,Bajo
2015-04-16,25.9,18.5,21.1,25.9,18.5,21.1,61.1,0.0,49.3,37.5,1018.2,10.8,0.0,0,1,0,0,Este,2015-04-16,Bajo
2015-04-17,20.5,14.0,17.6,20.5,14.0,17.6,79.7,15.53,50.0,31.7,1011.4,9.1,0.0,0,1,0,1,Norte,2015-04-17,Bajo
2015-04-18,22.0,12.0,17.0,22.0,12.0,17.0,61.3,0.174,53.6,38.9,1010.8,10.2,0.0,0,0,0,1,Oeste,2015-04-18,Bajo
2015-04-19,25.5,11.0,18.1,25.5,11.0,18.1,60.3,0.0,35.6,20.5,1008.9,11.0,0.0,1,0,0,0,Norte,2015-04-19,Bajo
2015-04-20,21.4,15.0,18.3,21.4,15.0,18.3,67.0,0.0,36.0,21.2,1012.2,10.8,0.0,1,0,0,0,Sur,2015-04-20,Bajo
2015-04-21,21.6,9.0,15.9,21.6,9.0,15.9,74.2,0.0,19.1,15.5,1018.9,10.9,0.0,1,0,0,0,Este,2015-04-21,Bajo
2015-04-22,22.0,10.0,16.0,22.0,10.0,16.0,76.9,0.0,25.6,14.1,1020.9,10.5,0.0,1,0,0,0,Norte,2015-04-22,Bajo
2015-04-23,25.0,10.0,16.5,25.0,10.0,16.5,70.5,0.0,28.1,19.5,1020.0,10.1,0.0,1,0,0,0,Norte,2015-04-23,Bajo
2015-04-24,24.5,9.0,16.7,24.5,8.0,16.6,64.7,0.0,27.4,17.3,1019.3,10.1,0.0,1,0,0,0,Norte,2015-04-24,Bajo
2015-04-25,26.2,13.0,18.9,26.2,13.0,18.9,61.6,0.0,29.5,20.1,1019.0,10.3,0.0,1,0,0,0,Norte,2015-04-25,Bajo
2015-04-26,27.0,12.7,19.3,27.0,12.7,19.3,63.6,0.0,23.8,19.5,1017.9,9.9,0.0,1,0,0,0,Norte,2015-04-26,Bajo
2015-04-27,25.3,13.0,18.8,25.3,13.0,18.8,70.5,0.0,28.4,20.5,1018.1,10.3,0.0,0,1,0,0,Este,2015-04-27,Bajo
2015-04-28,21.0,16.0,18.7,21.0,16.0,18.7,74.6,0.0,47.5,33.8,1021.2,10.1,0.0,0,1,0,0,Este,2015-04-28,Bajo
2015-04-29,20.0,14.0,16.9,20.0,14.0,16.9,61.6,0.0,46.2,27.4,1022.1,9.8,0.0,0,0,1,0,Este,2015-04-29,Bajo
2015-04-30,18.5,13.9,15.9,18.5,13.9,15.9,80.8,11.172,38.9,18.6,1019.9,8.8,0.0,0,0,1,1,Este,2015-04-30,Bajo
2015-05-01,22.4,13.8,17.6,22.4,13.8,17.6,71.1,0.0,37.8,20.5,1015.9,10.3,0.0,0,1,0,0,Norte,2015-05-01,Bajo
2015-05-02,19.0,15.0,17.1,19.0,15.0,17.1,86.6,19.579,58.3,32.7,1005.5,9.6,0.0,0,0,1,1,Norte,2015-05-02,Bajo
2015-05-03,15.0,9.5,12.6,15.0,6.7,12.4,56.4,16.378,53.6,36.2,1009.1,10.8,0.0,0,1,0,1,Oeste,2015-05-03,Bajo
2015-05-04,17.5,4.0,11.5,17.5,2.7,11.0,59.4,0.0,34.2,24.1,1014.8,10.1,0.0,1,0,0,0,Oeste,2015-05-04,Bajo
2015-05-05,20.1,7.0,13.3,20.1,5.6,12.9,66.6,0.0,23.0,12.4,1018.3,9.9,0.0,0,1,0,0,Norte,2015-05-05,Bajo
2015-05-06,15.0,10.0,12.4,15.0,10.0,12.4,66.2,0.0,49.7,27.8,1022.3,10.1,0.0,0,1,0,0,Sur,2015-05-06,Bajo
2015-05-07,15.5,11.0,13.0,15.5,11.0,13.0,60.4,0.0,21.2,18.4,1024.8,10.3,0.0,0,1,0,0,Este,2015-05-07,Bajo
2015-05-08,20.9,8.0,13.6,20.9,6.4,13.1,70.3,0.0,31.3,19.4,1020.6,10.3,0.0,0,1,0,0,Norte,2015-05-08,Bajo
2015-05-09,19.0,8.0,13.5,19.0,8.0,13.5,80.9,0.0,22.0,18.7,1017.4,9.4,0.0,0,1,0,0,Este,2015-05-09,Bajo
2015-05-10,17.5,13.0,15.4,17.5,13.0,15.4,90.2,0.0,27.0,24.1,1020.2,9.1,0.0,0,1,0,0,Este,2015-05-10,Bajo
2015-05-11,19.5,14.5,16.5,19.5,14.5,16.5,83.4,0.0,29.9,18.4,1023.2,10.6,0.0,0,1,0,0,Este,2015-05-11,Bajo
2015-05-12,20.0,11.5,15.7,20.0,11.5,15.7,77.8,0.0,29.2,19.4,1023.9,10.4,0.0,0,1,0,0,Este,2015-05-12,Bajo
2015-05-13,20.2,12.0,16.0,20.2,12.0,16.0,76.3,0.0,32.8,22.3,1021.9,9.6,0.0,0,1,0,0,Norte,2015-05-13,Bajo
2015-05-14,23.0,13.0,16.9,23.0,13.0,16.9,82.9,0.0,23.0,16.7,1018.2,9.8,0.0,0,1,0,0,Norte,2015-05-14,Bajo
2015-05-15,25.7,14.0,18.9,25.7,14.0,18.9,75.7,0.0,33.5,21.5,1017.2,10.1,0.0,0,1,0,0,Norte,2015-05-15,Bajo
2015-05-16,26.8,15.0,20.1,27.3,15.0,20.1,73.9,0.0,25.6,19.7,1018.1,10.0,0.0,1,0,0,0,Norte,2015-05-16,Bajo
2015-05-17,27.0,16.0,20.9,27.5,16.0,20.9,73.3,0.0,27.0,24.3,1019.5,10.2,0.0,1,0,0,0,Norte,2015-05-17,Bajo
2015-05-18,27.2,16.0,20.3,27.9,16.0,20.4,77.2,0.0,25.9,14.7,1021.8,10.4,0.0,1,0,0,0,Norte,2015-05-18,Bajo
2015-05-19,24.8,16.0,19.6,24.8,16.0,19.6,84.0,0.0,28.4,17.5,1021.6,9.3,0.0,0,1,0,0,Norte,2015-05-19,Bajo
2015-05-20,26.5,15.0,19.9,26.5,15.0,19.9,76.9,0.0,28.8,18.4,1018.0,10.1,0.0,0,1,0,0,Norte,2015-05-20,Bajo
2015-05-21,27.6,16.2,21.0,27.9,16.2,21.0,74.3,0.0,41.4,27.7,1015.7,10.7,0.0,0,1,0,0,Norte,2015-05-21,Bajo
2015-05-22,27.9,19.0,21.5,29.0,19.0,21.6,78.8,0.0,34.6,18.4,1013.4,10.0,0.0,0,1,0,0,Norte,2015-05-22,Bajo
2015-05-23,20.4,16.1,18.6,20.4,16.1,18.6,86.4,1.765,42.1,24.1,1008.1,10.2,0.0,0,0,1,1,Sur,2015-05-23,Bajo
2015-05-24,16.5,9.0,14.4,16.5,8.5,14.3,65.1,0.435,42.5,20.5,1016.7,10.8,0.0,0,1,0,1,Sur,2015-05-24,Bajo
2015-05-25,17.7,5.5,11.3,17.7,3.8,10.9,69.5,0.0,29.2,14.9,1019.9,10.5,0.0,0,1,0,0,Norte,2015-05-25,Bajo
2015-05-26,17.0,7.0,12.7,17.0,6.1,12.4,73.8,0.2,23.8,16.7,1021.9,9.1,0.0,0,0,1,1,Este,2015-05-26,Bajo
2015-05-27,17.4,14.0,15.7,17.4,14.0,15.7,77.2,0.0,31.0,22.3,1022.3,10.5,0.0,0,1,0,0,Este,2015-05-27,Bajo
2015-05-28,17.3,10.9,14.3,17.3,10.9,14.3,74.6,0.0,22.3,15.6,1021.2,10.7,0.0,0,1,0,0,Este,2015-05-28,Bajo
2015-05-29,17.5,4.7,11.8,17.5,3.6,11.6,85.5,0.0,16.6,13.0,1017.6,6.9,0.0,0,1,0,0,Este,2015-05-29,Bajo
2015-05-30,16.5,8.0,12.2,16.5,7.4,12.1,85.6,0.0,27.0,14.4,1014.5,7.1,0.0,0,1,0,0,Oeste,2015-05-30,Bajo
2015-05-31,18.3,8.0,11.9,18.3,6.8,11.8,88.0,0.0,21.6,13.0,1017.2,4.6,0.0,0,1,0,0,Norte,2015-05-31,Bajo
2015-06-01,21.0,9.5,14.3,21.0,8.0,14.1,79.1,0.0,36.4,24.3,1018.5,9.8,0.0,0,1,0,0,Norte,2015-06-01,Bajo
2015-06-02,21.0,8.2,14.8,21.0,6.8,14.6,74.7,0.0,40.7,25.3,1014.7,10.7,0.0,0,1,0,0,Norte,2015-06-02,Bajo
2015-06-03,21.0,12.0,15.4,21.0,12.0,15.4,83.2,0.0,46.9,30.4,1011.4,9.3,0.0,0,1,0,0,Norte,2015-06-03,Bajo
2015-06-04,20.5,8.7,13.6,20.5,7.9,13.5,74.1,0.0,22.3,17.3,1017.9,6.2,0.0,0,1,0,0,Norte,2015-06-04,Bajo
2015-06-05,25.5,13.7,19.6,25.5,13.7,19.6,82.4,0.0,43.2,24.1,1010.5,10.0,0.0,0,1,0,0,Norte,2015-06-05,Bajo
2015-06-06,23.0,15.0,19.6,23.0,15.0,19.6,90.8,6.077,42.5,56.6,1005.3,7.7,0.0,0,1,0,1,Oeste,2015-06-06,Bajo
2015-06-07,18.9,10.0,13.6,18.9,10.0,13.6,74.3,0.0,25.2,16.7,1014.3,10.4,0.0,0,1,0,0,Oeste,2015-06-07,Bajo
2015-06-08,18.1,8.0,12.4,18.1,6.8,12.3,76.1,0.0,20.5,16.6,1015.9,8.9,0.0,1,0,0,0,Este,2015-06-08,Bajo
2015-06-09,15.2,11.0,13.6,15.2,11.0,13.6,88.5,0.319,29.2,14.9,1011.5,6.7,0.0,0,1,0,1,Este,2015-06-09,Bajo
2015-06-10,15.0,6.0,11.8,15.0,4.0,11.6,70.9,0.818,32.8,20.4,1013.2,9.4,0.0,0,1,0,1,Oeste,2015-06-10,Bajo
2015-06-11,14.0,5.0,9.1,14.0,2.4,8.0,63.7,0.0,59.4,37.3,1016.7,10.1,0.0,1,0,0,0,Oeste,2015-06-11,Bajo
2015-06-12,16.6,0.5,8.0,16.6,-2.3,6.6,59.8,0.0,34.9,24.1,1018.0,10.7,0.0,1,0,0,0,Norte,2015-06-12,Bajo
2015-06-13,16.1,2.0,8.0,16.1,-0.2,6.8,61.3,0.0,25.2,14.8,1013.3,9.9,0.0,0,1,0,0,Norte,2015-06-13,Bajo
2015-06-14,14.6,5.5,10.1,14.6,3.5,9.7,67.1,0.361,55.4,37.1,1009.6,9.8,0.0,0,1,0,1,Oeste,2015-06-14,Bajo
2015-06-15,14.5,2.5,10.1,14.5,0.3,9.3,52.3,0.0,59.3,37.0,1013.5,10.7,0.0,1,0,0,0,Oeste,2015-06-15,Bajo
2015-06-16,20.9,6.0,12.4,20.9,3.7,11.3,45.6,0.0,46.4,28.7,1012.0,10.1,0.0,1,0,0,0,Norte,2015-06-16,Bajo
2015-06-17,15.0,6.0,10.5,15.0,4.1,9.5,65.9,0.0,46.4,42.5,1016.0,10.3,0.0,0,1,0,0,Sur,2015-06-17,Bajo
2015-06-18,11.0,3.0,8.3,11.0,0.5,6.3,59.8,0.0,45.0,33.5,1027.4,10.9,0.0,0,1,0,0,Sur,2015-06-18,Bajo
2015-06-19,11.5,-2.0,5.0,11.5,-4.6,3.4,64.4,0.0,34.2,23.2,1028.7,9.5,0.0,0,1,0,0,Norte,2015-06-19,Bajo
2015-06-20,13.8,0.8,6.6,13.8,-3.4,4.4,66.3,0.0,39.6,19.4,1020.6,10.0,0.0,0,1,0,0,Norte,2015-06-20,Bajo
2015-06-21,15.5,3.5,8.9,15.5,2.8,8.3,78.3,0.0,18.4,10.6,1018.6,8.3,0.0,1,0,0,0,Oeste,2015-06-21,Bajo
2015-06-22,12.0,4.0,8.3,12.0,1.9,7.2,72.4,0.0,43.9,26.0,1021.9,8.7,0.0,0,1,0,0,Sur,2015-06-22,Bajo
2015-06-23,11.5,6.0,8.6,11.5,3.7,7.1,66.0,0.0,36.4,24.1,1031.2,10.7,0.0,0,1,0,0,Sur,2015-06-23,Bajo
2015-06-24,16.8,3.0,9.0,16.8,0.0,8.0,71.3,0.0,36.0,24.2,1030.6,9.9,0.0,1,0,0,0,Este,2015-06-24,Bajo
2015-06-25,21.1,10.0,15.5,21.1,10.0,15.5,70.2,0.0,39.2,25.2,1026.2,10.0,0.0,0,1,0,0,Norte,2015-06-25,Bajo
2015-06-26,22.6,12.0,16.1,22.6,12.0,16.1,80.2,0.0,33.5,29.5,1025.2,10.0,0.0,0,1,0,0,Norte,2015-06-26,Bajo
2015-06-27,24.0,12.9,16.9,24.0,12.9,16.9,82.1,0.0,33.8,18.4,1021.8,9.7,0.0,0,1,0,0,Norte,2015-06-27,Bajo
2015-06-28,18.2,15.4,16.7,18.2,15.4,16.7,85.8,2.862,48.2,27.7,1015.1,9.0,0.0,0,1,0,1,Norte,2015-06-28,Bajo
2015-06-29,17.0,14.0,16.0,17.0,14.0,16.0,91.3,0.285,30.2,13.6,1010.9,6.1,0.0,0,1,0,1,Norte,2015-06-29,Bajo
2015-06-30,15.2,10.0,12.9,15.2,9.3,12.8,88.9,1.897,36.7,18.7,1011.3,6.6,0.0,0,1,0,1,Oeste,2015-06-30,Bajo
2015-07-01,13.0,9.0,10.7,13.0,7.3,10.4,75.2,0.0,24.8,20.5,1021.8,10.8,0.0,0,1,0,0,Sur,2015-07-01,Bajo
2015-07-02,16.0,6.0,10.2,16.0,4.4,9.6,66.6,0.0,27.4,17.0,1019.1,10.1,0.0,0,1,0,0,Este,2015-07-02,Bajo
2015-07-03,13.0,6.5,9.6,13.0,5.3,8.9,85.0,8.905,51.1,31.6,1013.7,7.2,0.0,0,1,0,1,Sur,2015-07-03,Bajo
2015-07-04,12.0,4.0,8.8,12.0,4.0,7.3,72.7,4.725,51.8,33.5,1022.3,10.1,0.0,0,1,0,1,Sur,2015-07-04,Bajo
2015-07-05,13.9,0.5,6.9,13.9,-2.5,5.6,74.5,0.0,44.6,26.1,1021.0,9.8,0.0,0,1,0,0,Norte,2015-07-05,Bajo
2015-07-06,14.5,6.0,10.1,14.5,6.0,9.5,82.6,0.082,31.7,13.9,1016.4,9.6,0.0,0,1,0,1,Norte,2015-07-06,Bajo
2015-07-07,16.0,1.0,8.2,16.0,0.5,8.2,86.3,0.0,13.7,9.3,1020.3,4.2,0.0,0,1,0,0,Sur,2015-07-07,Bajo
2015-07-08,18.5,1.0,9.6,18.5,1.0,9.5,71.5,0.0,37.1,16.7,1018.5,6.3,0.0,1,0,0,0,Este,2015-07-08,Bajo
2015-07-09,17.5,3.9,10.8,17.5,3.9,10.6,83.3,0.0,23.4,14.9,1014.3,7.0,0.0,0,1,0,0,Norte,2015-07-09,Bajo
2015-07-10,17.2,8.0,11.2,17.2,6.8,11.0,90.3,0.0,19.8,13.8,1015.9,2.6,0.0,0,1,0,0,Norte,2015-07-10,Bajo
2015-07-11,14.1,11.0,12.1,14.1,11.0,12.1,91.0,0.0,27.0,105.5,1016.3,4.8,0.0,0,1,0,0,Este,2015-07-11,Bajo
2015-07-12,20.4,10.8,15.3,20.4,10.8,15.3,87.7,2.164,26.3,25.2,1006.2,6.9,0.0,0,1,0,1,Norte,2015-07-12,Bajo
2015-07-13,17.0,9.0,11.9,17.0,8.6,11.8,88.2,2.915,40.7,25.9,1004.9,8.4,0.0,0,0,1,1,Sur,2015-07-13,Bajo
2015-07-14,12.7,5.8,8.3,12.7,3.7,7.2,75.6,0.0,41.0,20.2,1015.6,10.0,0.0,1,0,0,0,Oeste,2015-07-14,Bajo
2015-07-15,13.5,0.5,6.8,13.5,-2.3,5.9,66.5,0.0,24.8,12.2,1024.5,10.6,0.0,1,0,0,0,Norte,2015-07-15,Bajo
2015-07-16,14.5,1.5,7.1,14.5,-1.6,5.8,59.6,0.0,22.7,14.9,1026.1,9.8,0.0,0,1,0,0,Norte,2015-07-16,Bajo
2015-07-17,18.0,1.9,10.2,18.0,-0.4,9.9,71.5,0.0,23.4,15.5,1023.6,9.4,0.0,0,1,0,0,Este,2015-07-17,Bajo
2015-07-18,16.6,10.0,12.5,16.6,10.0,12.5,83.8,0.0,32.0,16.6,1017.7,9.3,0.0,0,1,0,0,Norte,2015-07-18,Bajo
2015-07-19,15.9,10.0,12.2,15.9,10.0,12.2,83.8,0.0,32.4,20.5,1013.3,8.7,0.0,0,1,0,0,Sur,2015-07-19,Bajo
2015-07-20,11.5,8.0,9.9,11.5,5.1,9.2,66.1,0.0,49.0,36.9,1022.8,11.0,0.0,0,1,0,0,Sur,2015-07-20,Bajo
2015-07-21,11.5,1.5,7.2,11.5,1.5,6.6,68.6,0.0,22.3,14.8,1025.3,9.7,0.0,0,1,0,0,Sur,2015-07-21,Bajo
2015-07-22,15.1,1.0,7.2,15.1,-0.4,6.5,73.7,0.0,30.6,19.4,1024.0,8.4,0.0,1,0,0,0,Norte,2015-07-22,Bajo
2015-07-23,16.1,4.0,9.3,16.1,2.8,9.2,73.9,0.0,20.9,14.8,1024.7,9.4,0.0,0,1,0,0,Este,2015-07-23,Bajo
2015-07-24,17.6,3.8,10.2,17.6,3.8,10.2,83.8,0.0,23.4,17.5,1025.0,5.8,0.0,1,0,0,0,Este,2015-07-24,Bajo
2015-07-25,22.1,9.0,14.2,22.1,7.7,14.1,77.6,0.0,38.9,27.8,1024.8,8.1,0.0,0,1,0,0,Este,2015-07-25,Bajo
2015-07-26,20.8,9.1,14.2,20.8,7.4,13.9,71.8,0.0,33.8,25.0,1021.4,10.2,0.0,0,1,0,0,Norte,2015-07-26,Bajo
2015-07-27,20.5,10.5,15.0,20.5,10.5,15.0,75.9,0.0,37.1,27.7,1016.0,10.3,0.0,0,1,0,0,Norte,2015-07-27,Bajo
2015-07-28,26.0,12.0,18.0,26.0,12.0,18.0,76.0,0.0,38.9,27.0,1011.4,10.0,0.0,0,1,0,0,Norte,2015-07-28,Bajo
2015-07-29,18.0,12.0,15.6,18.0,12.0,15.6,90.0,2.454,30.6,23.3,1015.6,6.6,0.0,0,1,0,1,Sur,2015-07-29,Bajo
2015-07-30,19.2,12.0,15.4,19.2,12.0,15.4,89.5,11.256,47.2,27.3,1018.3,8.4,0.0,0,0,1,1,Este,2015-07-30,Bajo
2015-07-31,20.1,14.0,17.1,20.1,14.0,17.1,84.0,16.051,64.8,37.1,1008.6,9.2,0.0,0,1,0,1,Norte,2015-07-31,Bajo
2015-08-01,17.4,7.5,12.2,17.4,7.2,12.1,81.8,1.274,40.7,33.5,1016.1,9.4,0.0,0,1,0,1,Este,2015-08-01,Bajo
2015-08-02,18.0,12.0,14.7,18.0,12.0,14.7,89.8,42.721,38.9,29.5,1007.9,8.0,0.0,0,0,1,1,Norte,2015-08-02,Bajo
2015-08-03,18.0,10.7,13.1,18.0,10.7,13.1,77.4,0.0,25.9,13.0,1016.1,5.2,0.0,0,1,0,0,Sur,2015-08-03,Bajo
2015-08-04,15.6,8.0,11.8,15.6,8.0,11.8,74.5,0.164,40.0,27.7,1020.9,9.8,0.0,0,1,0,1,Este,2015-08-04,Bajo
2015-08-05,19.6,9.9,14.8,19.6,7.9,14.6,75.9,0.0,61.2,38.9,1015.4,10.3,0.0,0,1,0,0,Este,2015-08-05,Bajo
2015-08-06,20.0,16.0,17.7,20.0,16.0,17.7,90.3,65.695,69.8,46.4,1001.1,7.7,0.0,0,1,0,1,Norte,2015-08-06,Bajo
2015-08-07,20.0,14.0,16.6,20.0,14.0,16.6,93.6,34.681,45.4,29.5,1003.0,6.3,0.0,0,0,1,1,Sur,2015-08-07,Bajo
2015-08-08,24.0,14.0,18.0,24.0,14.0,18.0,90.1,5.178,42.8,25.2,1009.0,4.6,0.0,0,1,0,1,Este,2015-08-08,Bajo
2015-08-09,31.2,17.0,23.5,31.6,17.0,23.5,69.2,0.0,59.4,30.8,1004.4,9.9,0.0,0,0,1,0,Norte,2015-08-09,Bajo
2015-08-10,16.7,11.0,13.5,16.7,11.0,13.5,91.6,0.743,53.6,29.8,1010.1,6.2,0.0,0,1,0,1,Sur,2015-08-10,Bajo
2015-08-11,14.0,8.0,11.4,14.0,8.0,11.4,89.1,0.0,31.3,19.4,1022.5,6.8,0.0,0,1,0,0,Este,2015-08-11,Bajo
2015-08-12,14.0,12.0,12.7,14.0,12.0,12.7,95.6,50.651,57.6,33.5,1021.0,3.4,0.0,0,0,1,1,Sur,2015-08-12,Bajo
2015-08-13,15.0,13.2,14.0,15.0,13.2,14.0,94.5,49.143,59.4,37.1,1015.8,4.6,0.0,0,0,1,1,Este,2015-08-13,Bajo
2015-08-14,14.0,11.5,12.5,14.0,11.5,12.5,94.6,8.672,23.4,9.4,1016.0,5.0,0.0,0,0,1,1,Oeste,2015-08-14,Bajo
2015-08-15,14.0,8.0,11.8,14.0,7.4,11.7,84.1,10.471,35.3,21.5,1016.8,7.5,0.0,0,1,0,1,Oeste,2015-08-15,Bajo
2015-08-16,16.8,6.1,11.1,16.8,5.1,10.7,79.1,0.0,24.1,15.6,1023.9,9.1,0.0,0,1,0,0,Este,2015-08-16,Bajo
2015-08-17,19.0,12.0,15.3,19.0,12.0,15.3,88.8,0.0,23.0,18.4,1015.8,9.0,0.0,0,0,1,0,Este,2015-08-17,Bajo
2015-08-18,18.0,12.0,14.6,18.0,12.0,14.6,82.7,0.0,28.8,16.6,1013.6,9.3,0.0,0,0,1,0,Sur,2015-08-18,Bajo
2015-08-19,14.0,11.0,12.1,14.0,11.0,12.1,87.9,0.0,40.7,29.5,1021.1,6.6,0.0,0,0,1,0,Sur,2015-08-19,Bajo
2015-08-20,16.0,10.0,12.9,16.0,10.0,12.9,80.3,0.327,30.2,23.2,1025.1,10.2,0.0,0,1,0,1,Este,2015-08-20,Bajo
2015-08-21,20.0,10.9,15.0,20.0,10.9,15.0,73.9,0.0,32.8,21.4,1018.0,10.3,0.0,0,1,0,0,Este,2015-08-21,Bajo
2015-08-22,21.5,13.0,15.8,21.5,13.0,15.8,81.1,0.0,44.3,23.3,1007.7,10.1,0.0,0,1,0,0,Norte,2015-08-22,Bajo
2015-08-23,14.0,9.0,11.4,14.0,6.3,11.2,67.7,0.298,63.0,44.6,1016.2,9.6,0.0,0,1,0,1,Oeste,2015-08-23,Bajo
2015-08-24,13.4,8.0,10.3,13.4,6.3,9.6,70.9,0.253,27.4,20.5,1022.2,10.0,0.0,0,1,0,1,Sur,2015-08-24,Bajo
2015-08-25,20.0,6.8,13.3,20.0,4.5,12.8,75.2,0.0,40.3,31.0,1016.5,10.0,0.0,0,1,0,0,Norte,2015-08-25,Bajo
2015-08-26,15.1,10.0,13.8,15.1,10.0,13.8,89.4,29.158,38.5,25.1,1010.0,7.9,0.0,0,1,0,1,Este,2015-08-26,Bajo
2015-08-27,16.5,9.0,12.9,16.5,8.0,12.8,74.3,2.563,46.4,29.5,1013.6,9.6,0.0,0,1,0,1,Oeste,2015-08-27,Bajo
2015-08-28,23.0,7.0,14.8,23.0,6.2,14.4,62.4,0.0,50.0,29.8,1014.6,10.3,0.0,0,1,0,0,Norte,2015-08-28,Bajo
2015-08-29,25.0,14.0,17.6,25.0,14.0,17.6,65.5,0.0,59.4,22.3,1009.8,10.8,0.0,0,1,0,0,Norte,2015-08-29,Bajo
2015-08-30,24.1,12.0,17.8,24.1,12.0,17.8,62.5,0.0,35.3,23.3,1013.3,10.2,0.0,0,1,0,0,Este,2015-08-30,Bajo
2015-08-31,19.7,10.0,15.6,19.7,10.0,15.6,73.2,0.0,61.2,42.5,1015.6,9.7,0.0,0,1,0,0,Sur,2015-08-31,Bajo
2015-09-01,12.0,8.5,9.9,12.0,4.8,8.4,55.9,0.0,48.2,37.1,1029.2,11.0,0.0,0,1,0,0,Sur,2015-09-01,Bajo
2015-09-02,15.5,7.0,10.8,15.5,5.2,10.5,72.9,0.0,22.3,15.8,1025.0,10.0,0.0,0,1,0,0,Este,2015-09-02,Bajo
2015-09-03,15.0,9.0,12.1,15.0,9.0,12.1,74.0,0.409,28.1,15.0,1022.1,10.0,0.0,0,1,0,1,Sur,2015-09-03,Bajo
2015-09-04,17.0,3.7,10.4,17.0,2.1,10.3,71.4,0.0,21.6,13.0,1023.2,7.8,0.0,1,0,0,0,Norte,2015-09-04,Bajo
2015-09-05,18.0,6.0,12.3,18.0,3.8,11.6,67.2,0.0,25.2,17.5,1023.4,9.6,0.0,1,0,0,0,Norte,2015-09-05,Bajo
2015-09-06,19.4,6.0,12.6,19.4,4.0,12.0,68.0,0.0,27.0,20.2,1018.4,10.7,0.0,1,0,0,0,Este,2015-09-06,Bajo
2015-09-07,17.8,9.0,14.2,17.8,9.0,14.2,86.3,0.0,29.9,18.4,1011.2,9.2,0.0,0,1,0,0,Este,2015-09-07,Bajo
2015-09-08,20.0,11.0,14.9,20.0,11.0,14.9,81.9,0.0,34.2,22.3,1007.1,6.4,0.0,0,1,0,0,Oeste,2015-09-08,Bajo
2015-09-09,15.2,8.0,11.7,15.2,5.8,11.3,75.6,0.0,40.7,24.1,1011.6,9.7,0.0,0,1,0,0,Sur,2015-09-09,Bajo
2015-09-10,13.0,7.0,9.7,13.0,5.4,9.1,66.6,10.628,40.7,22.3,1013.3,10.9,0.0,0,1,0,1,Oeste,2015-09-10,Bajo
2015-09-11,9.0,3.0,6.9,6.5,0.5,3.6,53.7,0.0,63.0,37.1,1016.4,10.0,0.0,0,1,0,0,Oeste,2015-09-11,Bajo
